customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,AvgMonthlySpend,ChargeRatio
6654-QGBZZ,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,19.9,No,0-12 months,0,19.9,1.0
8348-JLBUG,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,49-72 months,2,78.4015625,1.0242142814436894
0607-DAAHE,Male,No,No,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,49-72 months,0,19.85566037735849,0.994678576519219
5641-DMBFJ,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No,49-72 months,5,84.7655172413793,0.9945081767146694
9200-NLNPD,Male,No,Yes,No,56,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,49-72 months,4,52.853571428571435,1.0226366646395024
2664-XJZNO,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No,49-72 months,5,104.99375,0.9991070897077207
9732-KPKBW,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes,0-12 months,2,53.95,1.0
3339-EAQNV,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No,49-72 months,3,99.07083333333334,0.9816208941413971
0921-OHLVP,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,13-24 months,1,81.78636363636363,1.0154504529539266
3389-YGYAI,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,0-12 months,4,103.69375,1.0174190826351637
9560-ARGQJ,Female,No,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,Yes,13-24 months,1,82.009375,0.987691955950158
8350-NYMVI,Female,No,No,No,39,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,25-48 months,3,40.949999999999996,1.0036630036630039
1600-DILPE,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No,0-12 months,0,43.69583333333333,1.029846476590064
0536-ESJEP,Male,No,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No,49-72 months,4,77.61944444444444,0.9604552123966646
4654-GGUII,Female,No,No,No,18,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,No,13-24 months,3,39.55277777777778,1.016363508673362
6478-HRRCZ,Male,No,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,No,25-48 months,4,68.8046875,1.0246394913137278
8510-BBWMU,Female,No,No,No,41,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.75,806.95,No,25-48 months,0,19.681707317073172,1.003469855629221
6857-TKDJV,Male,No,Yes,Yes,67,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.65,1620.45,No,49-72 months,0,24.18582089552239,1.0191921996976148
2360-RDGRO,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No,49-72 months,4,104.81461538461538,0.9946131998620276
0584-BJQGZ,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No,25-48 months,5,73.516,1.0657543936013927
5134-IKDAY,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,0-12 months,0,69.8,1.0
1360-XFJMR,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No,49-72 months,5,109.6186567164179,1.0007420569273398
3070-DVEYC,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,0-12 months,0,77.87857142857142,0.9469870677795104
5730-RIITO,Female,Yes,No,No,43,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,25-48 months,2,34.88953488372093,0.958740209965006
9058-MJLZC,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No,13-24 months,3,95.13125000000001,0.9944156100124826
5707-ORNDZ,Male,Yes,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,Yes,0-12 months,1,54.894444444444446,0.9937253314441857
0902-XKXPN,Male,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1376.5,No,49-72 months,0,19.94927536231884,1.01256810751907
5177-RVZNU,Female,No,No,Yes,37,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.3,755.4,No,25-48 months,0,20.416216216216217,0.9943076515753243
0056-EPFBG,Male,No,Yes,Yes,20,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,No,13-24 months,3,41.269999999999996,0.9546886358129393
8993-IZEUX,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No,0-12 months,0,69.80714285714285,0.9905863092192778
8696-JKZNU,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,Yes,25-48 months,0,76.79864864864865,0.9928560116837641
5380-AFSSK,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes,0-12 months,2,97.37,0.9643627400636746
8190-ZTQFB,Male,No,No,No,41,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No,25-48 months,3,50.61219512195122,1.014577610717556
0931-MHTEM,Female,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No,49-72 months,4,98.14166666666667,1.019444680309077
2055-PDADH,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,Yes,0-12 months,0,68.23333333333333,1.0317537860283341
7515-LODFU,Male,Yes,No,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.3,1356.3,No,49-72 months,0,19.656521739130433,1.0327361203273613
0440-UEDAI,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No,49-72 months,4,95.14622641509433,0.9926825640771405
1337-BOZWO,Male,No,Yes,Yes,18,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No,13-24 months,3,45.13333333333333,1.0280649926144756
0868-VJRDR,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No,49-72 months,5,103.21171875,1.0081219580504273
8714-EUHJO,Female,No,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Yes,25-48 months,2,96.62741935483871,0.9433140262731811
6344-SFJVH,Female,No,No,No,20,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No,13-24 months,0,25.2975,0.9842869848799288
3950-VPYJB,Male,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,No,49-72 months,3,61.56842105263158,0.9680287228586083
8041-TMEID,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,No,49-72 months,5,110.98253968253968,0.9776312590283042
7321-ZNSLA,Male,No,Yes,Yes,13,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,No,13-24 months,3,45.41153846153846,0.8929448632167357
6941-KXRRV,Female,Yes,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,25-48 months,2,58.11875,1.0143026131842134
3721-CNEYS,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,0-12 months,0,68.975,1.0286335628851033
8727-JQFHV,Male,No,Yes,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1123.15,No,49-72 months,0,19.704385964912284,1.0530650402884743
9475-NNDGC,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No,49-72 months,5,112.01760563380282,1.010109074906485
1355-KUSBG,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,0-12 months,0,49.971428571428575,0.9765580331618067
3688-FTHLT,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No,13-24 months,1,66.690625,0.9454102431938523
0899-LIIBW,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No,25-48 months,3,103.74411764705883,0.9721033084795735
2568-OIADY,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Yes,25-48 months,3,101.67567567567568,0.9786018075491759
1384-RCUXW,Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No,13-24 months,1,78.05625,1.0319481143406197
5825-XJOCM,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,25-48 months,3,63.23645833333333,1.0183998550414286
6848-YLDFR,Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No,49-72 months,4,74.15172413793104,1.0141369047619047
8125-QPFJD,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,49-72 months,5,84.24027777777778,1.007831434553938
2320-YKQBO,Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.3,144.95,No,0-12 months,0,20.707142857142856,0.932045532942394
1193-RTSLK,Female,No,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Yes,25-48 months,3,85.09473684210526,0.9859599208312717
2302-ANTDP,Female,Yes,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,Yes,25-48 months,6,113.31041666666665,1.0365331225063894
5923-GXUOC,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes,0-12 months,5,108.14500000000001,0.9653705672939109
4973-RLZVI,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,25-48 months,5,76.95333333333333,0.9700684397470329
7869-ZYDST,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No,25-48 months,1,60.73548387096774,0.9722487784151264
4501-UYKBC,Female,Yes,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No,25-48 months,3,70.76847826086956,0.9764234260524982
1215-EXRMO,Male,No,Yes,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.55,1067.65,No,49-72 months,0,21.353,0.962394042991617
2305-MRGLV,Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No,25-48 months,1,73.76428571428572,1.0377650818243438
8404-VIOMB,Female,No,No,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No,49-72 months,6,62.672727272727265,0.997243980272701
5233-GEEAX,Male,Yes,No,No,8,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes,0-12 months,1,27.7375,1.05993690851735
2359-KLTEK,Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No,25-48 months,3,93.85365853658537,1.0111486486486487
5304-EFJLP,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No,49-72 months,5,111.42847222222223,1.0019880715705765
2673-ZALNP,Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.9,173.15,No,0-12 months,0,24.735714285714288,0.8045047646549234
9184-GALIL,Female,No,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,781.25,No,25-48 months,0,20.55921052631579,0.9946879999999999
4393-RYCRE,Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,No,25-48 months,5,102.51818181818182,1.0344506517690875
9746-MDMBK,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,25-48 months,6,113.14468085106384,1.0026984843356275
3162-ZJZFU,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,49-72 months,3,90.17830188679245,1.0263000972915293
8404-GFGCZ,Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No,0-12 months,2,62.525,1.0491803278688523
8875-AKBYH,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,13-24 months,1,87.26,0.9666513866605545
4432-ADRLB,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,0-12 months,0,37.45,1.192256341789052
0533-UCAAU,Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No,49-72 months,3,72.63333333333334,0.9788893988067919
1394-SUIUH,Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,25-48 months,3,83.42045454545455,1.0207328701811742
3521-MNKLV,Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No,13-24 months,1,48.65833333333333,1.0214077753039905
2533-TIBIX,Male,No,Yes,Yes,15,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,13-24 months,1,31.31,0.9645480677099968
8993-PHFWD,Female,No,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,0-12 months,0,19.633333333333333,1.2860780984719864
1565-RHDJD,Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,0-12 months,2,83.3875,1.0079448358566931
7137-RYLPP,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,25-48 months,1,85.70675675675676,0.999921164246409
3765-JXVKY,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,0-12 months,1,74.7,1.0
5092-STPKP,Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,No,13-24 months,2,57.550000000000004,0.9791485664639443
7330-WZLNC,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,0-12 months,2,91.1,0.9967069154774972
0114-PEGZZ,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,25-48 months,4,110.46969696969697,0.9735701549855986
3359-DSRKA,Female,No,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.85,1158.85,No,49-72 months,0,19.980172413793102,0.9934849203952195
8639-NHQEI,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,49-72 months,3,96.58541666666666,0.992903518043183
7161-DFHUF,Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.85,1672.1,No,49-72 months,0,23.55070422535211,1.0127085700615994
3957-LXOLK,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes,25-48 months,4,112.58928571428571,0.9428072957969866
3720-DBRWL,Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,49-72 months,6,84.45294117647059,0.9928606254788604
6635-MYYYZ,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,Yes,25-48 months,6,84.34666666666666,1.0118953525134367
8565-WUXZU,Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,No,49-72 months,3,85.30069444444445,0.9941302418731123
5281-BUZGT,Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,25-48 months,2,88.51944444444445,1.0263281764835095
4994-OBRSZ,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,13-24 months,5,75.34285714285714,1.0100492984452027
0562-FGDCR,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No,49-72 months,4,75.42569444444445,0.9883899717345068
2436-QBZFP,Female,No,Yes,Yes,22,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,No,13-24 months,2,38.63181818181818,1.014707612660313
3420-YJLQT,Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,0-12 months,1,75.875,1.0484349258649093
6040-CGACY,Female,No,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,299.4,No,13-24 months,0,19.959999999999997,0.9819639278557116
6582-PLFUU,Male,No,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.55,1086.75,No,49-72 months,0,21.308823529411764,0.9174603174603175
8242-PDSGJ,Male,No,Yes,No,70,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No,49-72 months,3,38.46785714285714,1.0177328010398292
0264-CNITK,Female,No,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1389.6,No,49-72 months,0,19.57183098591549,1.0269861830742661
0089-IIQKO,Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No,25-48 months,3,96.60000000000001,1.034679089026915
7839-NUIAA,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,No,49-72 months,2,59.69672131147541,1.0017300562954827
6075-QMNRR,Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No,49-72 months,1,48.760576923076925,1.020291455502751
5378-IKEEG,Female,No,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,0-12 months,1,35.75,1.0
5966-EMAZU,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,49-72 months,5,107.51328125,1.0091776452037176
0440-EKDCF,Male,No,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,No,49-72 months,3,60.53548387096774,0.9936321006074816
4774-HHGGS,Male,No,Yes,No,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.05,637.55,No,25-48 months,0,21.251666666666665,0.8964002823307977
2718-GAXQD,Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,0-12 months,0,45.4,1.013215859030837
2055-BFOCC,Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,No,49-72 months,6,84.59603174603176,0.9929543770111922
8180-AKMJV,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,0-12 months,0,44.55,1.0
4298-OYIFC,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,13-24 months,4,102.65333333333334,1.0077607481491102
5566-SOEZD,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No,25-48 months,2,81.8425925925926,0.9854282158615228
9842-EFSYY,Female,No,No,Yes,4,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,No,0-12 months,5,55.9375,1.0225698324022348
2272-WUSPA,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,No,49-72 months,5,107.6625,1.0286775804017183
4584-LBNMK,Male,Yes,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.7,1174.35,No,25-48 months,0,26.096666666666664,0.9464810320602888
3898-GUYTS,Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,No,25-48 months,4,97.44555555555556,0.9959407532411261
0930-EHUZA,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,No,25-48 months,5,72.39861111111111,1.0545782416022407
6413-XKKPU,Male,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,13-24 months,3,90.55588235294118,0.9872357010620676
9975-SKRNR,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.9,18.9,No,0-12 months,0,18.9,1.0
3703-KBKZP,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,13-24 months,0,78.834375,0.9443849843421732
1449-XQEMT,Male,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,0-12 months,0,19.383333333333333,1.0214961306964747
2626-URJFX,Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,0-12 months,0,56.4,0.902482269503546
4973-MGTON,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,49-72 months,6,84.07464788732395,1.0038698004791182
3682-YEUWS,Male,No,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,253.9,No,0-12 months,0,25.39,0.9610082709728238
1223-UNPKS,Male,No,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,400.0,No,13-24 months,0,20.0,1.0025
2612-RRIDN,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,0-12 months,1,85.2125,0.9505647645591901
4735-ASGMA,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,25-48 months,3,96.7423076923077,1.0166182960283066
3446-QDSZF,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,0-12 months,1,56.8375,0.976468000879701
3669-LVWZB,Male,No,No,No,5,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,0-12 months,3,61.19,0.8334695211635889
6892-EZDTG,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,0-12 months,2,91.35,1.0032840722495897
5117-IFGPS,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,25-48 months,1,81.30172413793103,1.0368783798112606
7379-FNIUJ,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,0-12 months,4,99.25,1.0095717884130984
